Unnamed: 0.1,Unnamed: 0,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Card Category,Rating
5100,5100,1649,3,Amex,Credit,3.75716E+14,Nov-15,431,YES,2,"$4,800 ",Aug-15,2015,No,Amex Blue,0
5101,5101,1649,4,Visa,Debit,4.04937E+15,Dec-23,739,YES,2,"$19,934 ",Jan-20,2020,No,Visa Classic,0.277850248
5102,5102,1650,0,Visa,Debit,4.41953E+15,Sep-22,578,YES,2,"$8,829 ",Feb-20,2020,No,Visa Classic,0.174976482
5103,5103,1650,1,Mastercard,Credit,5.24425E+15,Jul-24,684,YES,2,"$12,400 ",Jan-13,2013,No,Mastercard Standard,0
5104,5104,1650,2,Mastercard,Debit,5.14868E+15,Feb-20,917,YES,1,"$17,691 ",Mar-18,2018,No,Mastercard Platinum,0.005241231
5105,5105,1651,0,Mastercard,Debit,5.56799E+15,May-13,643,YES,2,"$15,317 ",May-08,2013,No,Mastercard Gold,0
5106,5106,1652,0,Mastercard,Debit,5.11823E+15,Jun-20,208,YES,1,"$19,612 ",Dec-15,2015,No,Mastercard Platinum,1
5107,5107,1653,0,Mastercard,Debit,5.79742E+15,Jan-20,154,YES,2,"$10,304 ",Jan-20,2020,No,Mastercard Gold,0
5108,5108,1654,0,Mastercard,Debit,5.57074E+15,Feb-21,20,YES,1,"$16,229 ",Mar-17,2017,No,Mastercard Standard,0.623371457
5109,5109,1654,1,Visa,Debit,4.51591E+15,Nov-24,871,YES,1,"$8,366 ",Nov-15,2015,No,Visa Gold,0
5110,5110,1654,2,Visa,Debit,4.06062E+15,Jun-23,39,YES,2,"$7,688 ",Nov-14,2014,No,Visa Classic,0.18662357
5111,5111,1654,3,Amex,Credit,3.43206E+14,Sep-24,201,YES,1,"$8,300 ",Jul-08,2015,No,Amex Gold,0
5112,5112,1655,0,Mastercard,Debit,5.19964E+15,May-22,927,YES,1,"$16,557 ",Jan-20,2020,No,Mastercard Standard,0
5113,5113,1656,0,Mastercard,Debit,5.05441E+15,Aug-24,161,YES,2,"$18,627 ",Jul-09,2015,No,Mastercard Standard,0
5114,5114,1657,0,Visa,Debit,4.80772E+15,Aug-22,174,YES,1,"$23,156 ",Feb-20,2020,No,Visa Gold,0
5115,5115,1657,1,Visa,Debit,4.27716E+15,Feb-24,419,YES,1,"$30,041 ",Jul-10,2011,No,Visa Platinum,0.240100251
5116,5116,1657,2,Mastercard,Debit,5.01E+15,Feb-24,908,YES,1,"$29,137 ",Oct-11,2011,No,Mastercard Standard,0.406140351
5117,5117,1657,3,Amex,Credit,3.59523E+14,Jul-21,87,YES,1,"$10,400 ",Sep-04,2017,No,Amex Gold,0
5118,5118,1657,4,Mastercard,Credit,5.76518E+15,Feb-22,980,YES,2,"$13,500 ",Jun-08,2008,No,Mastercard Platinum,0.001253133
5119,5119,1657,5,Mastercard,Debit,5.0021E+15,Feb-23,917,YES,1,"$17,663 ",Nov-16,2016,No,Mastercard Platinum,0.001253133
5120,5120,1658,0,Mastercard,Debit,5.45873E+15,Aug-21,24,NO,2,"$30,637 ",Jan-20,2020,No,Mastercard Standard,0
5121,5121,1659,0,Mastercard,Debit,5.39219E+15,Oct-21,452,NO,1,"$8,540 ",Aug-17,2017,No,Mastercard Gold,0
5122,5122,1659,1,Mastercard,Debit,5.30232E+15,Feb-12,347,YES,1,"$9,397 ",Jun-08,2010,No,Mastercard Platinum,0.083982717
5123,5123,1659,2,Visa,Debit,4.7234E+15,Sep-20,740,YES,1,"$12,329 ",Jan-20,2020,No,Visa Classic,0.003741995
5124,5124,1659,3,Visa,Debit,4.5986E+15,Jan-20,17,YES,1,"$8,333 ",Oct-03,2007,No,Visa Gold,0
5125,5125,1660,0,Visa,Credit,4.53646E+15,Sep-20,102,YES,2,"$5,200 ",Oct-19,2019,No,Visa Platinum,0.230980487
5126,5126,1660,1,Visa,Debit,4.53413E+15,Aug-10,827,YES,2,"$35,757 ",Apr-10,2011,No,Visa Classic,0.442592146
5127,5127,1660,2,Mastercard,Credit,5.7789E+15,Mar-15,908,NO,1,"$16,600 ",May-05,2015,No,Mastercard Gold,0
5128,5128,1660,3,Mastercard,Debit,5.58359E+15,Jun-20,661,YES,2,"$23,754 ",Sep-03,2018,No,Mastercard Gold,0
5129,5129,1660,4,Mastercard,Debit,5.72869E+15,Oct-24,532,YES,2,"$14,480 ",Mar-05,2009,No,Mastercard Standard,0.317706577
5130,5130,1660,5,Mastercard,Debit,5.62547E+15,Oct-23,564,YES,2,"$6,237 ",Jan-06,2007,No,Mastercard Platinum,0.00872079
5131,5131,1661,0,Visa,Credit,4.06133E+15,Feb-23,114,NO,1,"$9,200 ",Jan-20,2020,No,Visa Gold,0
5132,5132,1661,1,Visa,Debit,4.49786E+15,Jan-20,573,YES,2,"$14,797 ",Jan-20,2020,No,Visa Gold,0
5133,5133,1662,0,Visa,Credit,4.04201E+15,Feb-23,177,YES,1,"$9,400 ",Nov-10,2013,No,Visa Classic,0.155275341
5134,5134,1662,1,Visa,Debit (Prepaid),4.86899E+15,Jun-24,248,YES,2,$50 ,Jul-11,2011,No,Visa Platinum,0.426108674
5135,5135,1662,2,Mastercard,Credit,5.76497E+15,Feb-20,402,YES,2,"$1,800 ",Dec-13,2013,No,Mastercard Platinum,0.106907895
5136,5136,1662,3,Amex,Credit,3.43199E+14,Oct-24,496,YES,1,"$12,400 ",May-04,2014,No,Amex Blue,0
5137,5137,1662,4,Visa,Credit,4.57748E+15,Dec-10,553,YES,2,"$14,300 ",Jan-07,2007,No,Visa Platinum,0.426108674
5138,5138,1662,5,Mastercard,Debit,5.35572E+15,Dec-24,956,YES,1,"$27,489 ",Feb-11,2011,No,Mastercard Standard,0.31170809
5139,5139,1663,0,Visa,Debit,4.793E+15,Jan-22,998,YES,2,"$7,846 ",Feb-20,2020,No,Visa Classic,0
5140,5140,1664,0,Mastercard,Credit,5.94389E+15,Sep-21,437,YES,2,"$12,500 ",Feb-20,2020,No,Mastercard Standard,0.11814346
5141,5141,1664,1,Discover,Credit,6.74148E+15,Apr-20,360,NO,2,"$10,500 ",Jan-20,2020,No,,0
5142,5142,1664,2,Mastercard,Debit (Prepaid),5.68067E+15,Feb-20,195,YES,1,$72 ,Feb-20,2020,No,Mastercard Standard,0.11814346
5143,5143,1664,3,Mastercard,Credit,5.54492E+15,May-20,158,YES,1,"$8,800 ",Feb-20,2020,No,Mastercard Standard,0.11814346
5144,5144,1665,0,Mastercard,Debit,5.83778E+15,Jan-11,189,YES,1,"$11,199 ",Dec-10,2010,No,Mastercard Standard,0.387471252
5145,5145,1665,1,Visa,Debit,4.20582E+15,May-20,679,YES,1,"$8,800 ",Jan-10,2010,No,Visa Platinum,0.416383748
5146,5146,1665,2,Mastercard,Debit (Prepaid),5.82507E+15,Sep-21,940,YES,1,$83 ,Oct-13,2013,No,Mastercard Gold,0
5147,5147,1665,3,Mastercard,Debit,5.75761E+15,Nov-24,657,NO,1,"$7,217 ",Mar-10,2010,No,Mastercard Standard,0.387471252
5148,5148,1666,0,Mastercard,Credit,5.28279E+15,Sep-22,115,YES,2,"$9,000 ",Oct-15,2015,No,Mastercard Gold,0
5149,5149,1666,1,Mastercard,Debit,5.80504E+15,Jan-20,947,YES,1,"$15,195 ",Jan-11,2011,No,Mastercard Standard,0
5150,5150,1666,2,Mastercard,Debit,5.52211E+15,Feb-24,663,YES,1,"$14,747 ",Mar-10,2010,No,Mastercard Standard,0
5151,5151,1667,0,Mastercard,Debit,5.68333E+15,Feb-20,447,YES,2,"$8,998 ",Feb-20,2020,No,Mastercard Standard,0
5152,5152,1668,0,Amex,Credit,3.40244E+14,Mar-23,846,YES,2,"$20,400 ",Feb-20,2020,No,Amex Blue,0
5153,5153,1668,1,Visa,Debit,4.55428E+15,Sep-22,212,YES,2,"$13,653 ",Aug-09,2016,No,Visa Classic,0
5154,5154,1669,0,Amex,Credit,3.71092E+14,Feb-20,858,YES,2,"$17,800 ",Jan-10,2011,No,Amex Platinum,0
5155,5155,1669,1,Mastercard,Debit (Prepaid),5.20079E+15,Jul-24,836,YES,2,$52 ,Sep-05,2015,No,Mastercard Platinum,0.240121212
5156,5156,1669,2,Mastercard,Debit (Prepaid),5.90668E+15,Sep-23,935,YES,2,$56 ,Aug-11,2011,No,Mastercard Platinum,0.240121212
5157,5157,1669,3,Mastercard,Debit,5.15969E+15,Jan-24,232,YES,2,"$3,099 ",Mar-02,2012,No,Mastercard Platinum,0.240121212
5158,5158,1670,0,Mastercard,Debit,5.991E+15,May-20,214,YES,1,"$11,805 ",Jan-20,2020,No,Mastercard Platinum,0.753846154
5159,5159,1670,1,Visa,Debit,4.25675E+15,Jan-20,433,YES,1,"$17,535 ",Jan-20,2020,No,Visa Classic,0
5160,5160,1671,0,Amex,Credit,3.52397E+14,Aug-22,465,YES,2,"$18,000 ",Jun-02,2011,No,Amex Gold,0
5161,5161,1672,0,Mastercard,Debit (Prepaid),5.84999E+15,Nov-24,858,YES,2,$95 ,Feb-20,2020,No,Mastercard Gold,0
5162,5162,1673,0,Discover,Credit,6.78972E+15,Sep-20,817,YES,1,"$8,200 ",Mar-08,2014,No,,0
5163,5163,1673,1,Mastercard,Debit,5.92729E+15,Nov-23,964,YES,2,"$2,143 ",Jan-99,2013,No,Mastercard Standard,0.078185215
5164,5164,1673,2,Mastercard,Debit,5.18479E+15,Dec-21,128,YES,2,"$6,550 ",Aug-05,2016,No,Mastercard Gold,0
5165,5165,1673,3,Mastercard,Credit,5.1482E+15,Apr-24,384,YES,2,"$12,800 ",Jul-11,2011,No,Mastercard Platinum,0.135116198
5166,5166,1673,4,Visa,Debit,4.70789E+15,Feb-20,848,YES,1,"$15,960 ",Jul-07,2010,No,Visa Gold,0
5167,5167,1674,0,Mastercard,Credit,5.93093E+15,Feb-20,744,YES,2,"$19,000 ",Jan-20,2020,No,Mastercard Gold,0
5168,5168,1674,1,Mastercard,Debit,5.9812E+15,Jun-16,143,YES,1,"$26,575 ",Jul-09,2011,No,Mastercard Gold,0
5169,5169,1675,0,Mastercard,Credit,5.61333E+15,Jun-21,118,YES,2,"$5,800 ",Sep-08,2008,No,Mastercard Standard,0
5170,5170,1675,1,Mastercard,Debit,5.34096E+15,May-21,458,YES,2,"$16,047 ",Apr-02,2011,No,Mastercard Gold,0
5171,5171,1676,0,Visa,Credit,4.8025E+15,Apr-24,196,YES,2,"$5,900 ",Sep-14,2014,No,Visa Classic,0.091652284
5172,5172,1676,1,Mastercard,Debit,5.88572E+15,May-24,538,YES,2,"$22,722 ",Mar-19,2019,No,Mastercard Standard,0
5173,5173,1676,2,Mastercard,Debit,5.54487E+15,Jul-13,422,YES,2,"$21,258 ",Jan-13,2013,No,Mastercard Gold,0
5174,5174,1677,0,Visa,Debit (Prepaid),4.57084E+15,Jul-20,4,YES,2,$18 ,Sep-09,2009,No,Visa Platinum,0.090824261
5175,5175,1677,1,Mastercard,Debit (Prepaid),5.03052E+15,Aug-23,680,YES,2,$8 ,Feb-10,2017,No,Mastercard Platinum,0.909175739
5176,5176,1678,0,Visa,Debit,4.96763E+15,Mar-23,284,YES,2,"$14,446 ",Nov-13,2013,No,Visa Classic,0.290929327
5177,5177,1678,1,Mastercard,Credit,5.58294E+15,Aug-16,142,YES,1,"$10,500 ",May-01,2009,No,Mastercard Platinum,0.101836394
5178,5178,1678,2,Visa,Debit,4.78844E+15,Dec-23,234,YES,2,"$13,122 ",Dec-04,2009,No,Visa Platinum,0.564663328
5179,5179,1678,3,Visa,Debit,4.60624E+15,Nov-12,70,YES,1,"$24,519 ",Nov-08,2014,No,Visa Classic,0.290929327
5180,5180,1678,4,Visa,Credit,4.66123E+15,May-15,53,YES,1,"$9,400 ",Feb-12,2012,No,Visa Classic,0.290929327
5181,5181,1678,5,Mastercard,Debit,5.14588E+15,Mar-22,66,YES,2,"$12,121 ",Aug-08,2010,No,Mastercard Standard,0.042570952
5182,5182,1679,0,Mastercard,Credit,5.32712E+15,Nov-21,101,NO,2,"$1,300 ",Jan-20,2020,No,Mastercard Platinum,0.635658915
5183,5183,1679,1,Mastercard,Credit,5.86759E+15,Jan-20,102,YES,1,"$17,500 ",Jan-20,2020,No,Mastercard Platinum,0.635658915
5184,5184,1680,0,Mastercard,Credit,5.75996E+15,Jan-23,828,YES,1,"$10,700 ",Jul-10,2011,No,Mastercard Gold,0
5185,5185,1680,1,Amex,Credit,3.56217E+14,Jan-23,298,YES,2,"$7,300 ",Sep-05,2010,No,Amex Blue,0
5186,5186,1680,2,Visa,Debit,4.66169E+15,Jun-16,432,YES,1,"$15,194 ",Dec-13,2013,No,Visa Classic,0.114036505
5187,5187,1681,0,Visa,Credit,4.4931E+15,Jun-24,137,YES,1,"$5,400 ",Aug-01,2008,No,Visa Gold,0
5188,5188,1681,1,Amex,Credit,3.36131E+14,Dec-22,979,YES,2,"$14,100 ",Mar-05,2008,No,Amex Gold,0
5189,5189,1681,2,Visa,Debit,4.61083E+15,Apr-18,523,YES,2,"$3,899 ",Mar-07,2008,No,Visa Platinum,0.188476746
5190,5190,1681,3,Mastercard,Debit (Prepaid),5.64453E+15,May-20,601,YES,1,$22 ,Oct-09,2010,No,Mastercard Platinum,0.355771041
5191,5191,1681,4,Visa,Debit,4.12457E+15,Apr-22,870,NO,1,"$16,464 ",May-10,2012,No,Visa Platinum,0.188476746
5192,5192,1682,0,Mastercard,Debit,5.12565E+15,May-22,824,YES,1,"$39,591 ",Aug-08,2011,No,Mastercard Standard,0.408074741
5193,5193,1682,1,Mastercard,Debit,5.09978E+15,Dec-22,812,YES,1,"$39,452 ",Dec-08,2010,No,Mastercard Platinum,0.302302302
5194,5194,1682,2,Visa,Debit,4.33878E+15,Mar-14,826,YES,2,"$27,266 ",Nov-13,2013,No,Visa Platinum,0.269714159
5195,5195,1682,3,Visa,Credit,4.52485E+15,Oct-20,975,YES,2,"$15,400 ",Mar-09,2012,No,Visa Platinum,0.269714159
5196,5196,1682,4,Mastercard,Credit,5.47524E+15,Feb-14,774,YES,1,"$16,700 ",Jun-13,2013,No,Mastercard Platinum,0.302302302
5197,5197,1683,0,Mastercard,Debit,5.38318E+15,Mar-20,716,YES,1,"$38,048 ",Nov-01,2007,No,Mastercard Gold,0
5198,5198,1683,1,Mastercard,Debit,5.55458E+15,Jan-22,904,YES,2,"$7,564 ",Nov-10,2013,No,Mastercard Standard,0
5199,5199,1683,2,Mastercard,Debit,5.65688E+15,Nov-23,789,YES,2,"$35,203 ",Jul-91,2010,No,Mastercard Platinum,0.28456167
5200,5200,1684,0,Mastercard,Credit,5.76482E+15,Jul-23,815,YES,2,"$10,800 ",Dec-05,2010,No,Mastercard Standard,0
5201,5201,1684,1,Visa,Credit,4.01815E+15,May-23,544,NO,2,"$8,000 ",Jun-11,2011,No,Visa Classic,0
5202,5202,1685,0,Mastercard,Debit,5.81575E+15,Feb-24,221,YES,1,"$4,729 ",Aug-07,2014,No,Mastercard Standard,0.001481921
5203,5203,1685,1,Visa,Credit,4.36235E+15,Jan-21,283,YES,2,"$6,400 ",May-09,2009,No,Visa Classic,0.538678127
5204,5204,1685,2,Visa,Credit,4.62029E+15,Feb-22,745,YES,1,"$9,200 ",Nov-07,2014,No,Visa Classic,0.538678127
5205,5205,1685,3,Visa,Credit,4.59532E+15,Aug-18,349,NO,1,"$8,000 ",Jul-18,2018,No,Visa Platinum,0.151229994
5206,5206,1685,4,Visa,Debit,4.38595E+15,Feb-22,796,YES,2,"$17,235 ",May-07,2007,No,Visa Classic,0.538678127
5207,5207,1686,0,Mastercard,Debit,5.37218E+15,Nov-20,785,YES,2,$1 ,Jul-10,2010,No,Mastercard Platinum,0.030378142
5208,5208,1686,1,Amex,Credit,3.13148E+14,Oct-21,576,YES,2,$0 ,May-11,2011,No,Amex Gold,0
5209,5209,1686,2,Visa,Debit,4.92416E+15,Sep-10,790,YES,1,$1 ,Apr-10,2010,No,Visa Classic,0.001441088
5210,5210,1686,3,Visa,Debit,4.13905E+15,Aug-18,15,YES,1,$1 ,Jul-15,2015,No,Visa Classic,0.001441088
5211,5211,1686,4,Mastercard,Debit,5.7925E+15,Dec-24,554,YES,1,$0 ,Aug-04,2009,No,Mastercard Standard,0.005187918
5212,5212,1686,5,Discover,Credit,6.28386E+15,Apr-23,427,YES,1,$0 ,Oct-03,2007,No,,0
5213,5213,1687,0,Mastercard,Debit,5.77273E+15,Oct-21,852,YES,2,"$28,850 ",Dec-18,2018,No,Mastercard Gold,0
5214,5214,1687,1,Mastercard,Credit,5.94873E+15,Jun-15,95,YES,1,"$15,700 ",Oct-09,2010,No,Mastercard Standard,0.165256193
5215,5215,1687,2,Mastercard,Debit (Prepaid),5.01879E+15,Jan-21,807,YES,2,$79 ,Jan-10,2011,No,Mastercard Platinum,0.045699338
5216,5216,1687,3,Visa,Credit,4.8887E+15,Jan-20,276,YES,2,"$18,500 ",Dec-15,2015,No,Visa Platinum,0.224957686
5217,5217,1688,0,Visa,Debit,4.69356E+15,May-22,281,YES,2,"$14,495 ",Feb-20,2020,No,Visa Classic,0
5218,5218,1688,1,Mastercard,Debit,5.48799E+15,Dec-23,103,YES,2,"$15,906 ",Jan-20,2020,No,Mastercard Standard,0
5219,5219,1689,0,Visa,Debit,4.03203E+15,Jul-22,167,YES,1,"$10,194 ",Nov-15,2015,No,Visa Classic,0.627752763
5220,5220,1689,1,Mastercard,Debit (Prepaid),5.74654E+15,Sep-21,335,YES,2,$91 ,Nov-11,2011,No,Mastercard Gold,0
5221,5221,1689,2,Mastercard,Debit,5.99505E+15,Feb-24,267,YES,1,"$12,591 ",Jun-03,2010,No,Mastercard Platinum,0.071469505
5222,5222,1689,3,Mastercard,Debit,5.80287E+15,Jul-22,990,NO,1,"$10,574 ",Mar-13,2013,No,Mastercard Standard,0.125255833
5223,5223,1690,0,Mastercard,Debit (Prepaid),5.39195E+15,Jan-20,356,YES,2,$92 ,Aug-07,2009,No,Mastercard Standard,0
5224,5224,1690,1,Mastercard,Debit,5.75171E+15,Mar-21,435,YES,1,"$7,338 ",Aug-06,2016,No,Mastercard Standard,0
5225,5225,1691,0,Mastercard,Debit,5.67841E+15,Mar-22,24,YES,2,"$26,838 ",Nov-15,2015,No,Mastercard Gold,0
5226,5226,1691,1,Visa,Debit,4.96337E+15,Sep-09,418,YES,1,"$38,154 ",Aug-03,2011,No,Visa Platinum,0.172728332
5227,5227,1691,2,Amex,Credit,3.21247E+14,Aug-20,300,YES,2,"$13,200 ",May-02,2014,No,Amex Gold,0
5228,5228,1691,3,Mastercard,Debit (Prepaid),5.20723E+15,Mar-14,198,YES,1,$89 ,Jan-08,2015,No,Mastercard Platinum,0.16337355
5229,5229,1691,4,Amex,Credit,3.42755E+14,Apr-07,743,YES,2,"$3,900 ",May-03,2008,No,Amex Platinum,0
5230,5230,1692,0,Visa,Debit,4.73578E+15,Jul-24,45,YES,1,"$7,676 ",Dec-06,2010,No,Visa Classic,0
5231,5231,1693,0,Mastercard,Debit,5.72398E+15,Mar-22,703,YES,2,"$13,345 ",Jul-07,2010,No,Mastercard Standard,0.326720922
5232,5232,1693,1,Visa,Credit,4.57571E+15,Nov-24,777,YES,1,"$8,000 ",Aug-11,2011,No,Visa Classic,0.169803323
5233,5233,1693,2,Mastercard,Debit (Prepaid),5.75668E+15,Mar-22,331,YES,2,$87 ,Oct-08,2012,No,Mastercard Platinum,0.23813157
5234,5234,1693,3,Mastercard,Debit,5.55675E+15,Oct-24,516,YES,2,"$6,395 ",Jan-06,2014,No,Mastercard Gold,0
5235,5235,1694,0,Mastercard,Credit,5.28817E+15,Jan-23,828,YES,1,"$8,900 ",Jan-20,2020,No,Mastercard Standard,0
5236,5236,1695,0,Mastercard,Debit (Prepaid),5.92932E+15,Feb-24,367,YES,1,$69 ,Apr-15,2015,No,Mastercard Gold,0
5237,5237,1695,1,Visa,Debit,4.78314E+15,Jan-21,128,YES,1,"$18,912 ",Aug-04,2008,No,Visa Gold,0
5238,5238,1695,2,Mastercard,Debit,5.23273E+15,Sep-21,971,YES,1,"$23,021 ",Oct-07,2011,No,Mastercard Platinum,0.091252161
5239,5239,1695,3,Mastercard,Debit,5.92018E+15,Aug-21,420,YES,1,"$21,985 ",Jan-18,2018,No,Mastercard Gold,0
5240,5240,1696,0,Visa,Credit,4.89253E+15,Dec-23,286,YES,2,"$5,300 ",Jan-20,2020,No,Visa Classic,0
5241,5241,1697,0,Mastercard,Debit,5.78792E+15,Jul-20,29,YES,2,"$2,397 ",Jan-10,2013,No,Mastercard Gold,0
5242,5242,1697,1,Mastercard,Credit,5.62614E+15,Nov-12,318,YES,2,"$2,800 ",Jul-07,2010,No,Mastercard Standard,0.276294866
5243,5243,1697,2,Visa,Debit,4.14546E+15,Feb-20,837,YES,1,"$10,466 ",Jun-17,2017,No,Visa Platinum,0.114947751
5244,5244,1697,3,Amex,Credit,3.82984E+14,Dec-12,950,NO,1,"$9,400 ",Jun-04,2011,No,Amex Blue,0
5245,5245,1697,4,Visa,Debit,4.09465E+15,Jun-23,298,YES,2,"$20,161 ",Oct-10,2010,No,Visa Platinum,0.114947751
5246,5246,1698,0,Mastercard,Credit,5.39907E+15,Sep-24,512,YES,1,"$12,600 ",Feb-11,2015,No,Mastercard Standard,0.089633671
5247,5247,1698,1,Visa,Credit,4.63954E+15,Jan-24,981,NO,1,"$14,300 ",Apr-06,2007,No,Visa Platinum,0.218238504
5248,5248,1698,2,Visa,Debit,4.40415E+15,Mar-22,155,YES,1,"$23,452 ",Jun-08,2011,No,Visa Classic,0.614791721
5249,5249,1698,3,Mastercard,Credit,5.97034E+15,Oct-21,757,YES,2,"$13,200 ",Jan-10,2014,No,Mastercard Standard,0.089633671
5250,5250,1698,4,Visa,Credit,4.8923E+15,Jan-13,50,YES,1,"$13,500 ",Jun-08,2008,No,Visa Classic,0.614791721
5251,5251,1699,0,Visa,Credit,4.8802E+15,Jan-24,660,YES,1,"$17,600 ",Jan-20,2020,No,Visa Classic,0
5252,5252,1700,0,Mastercard,Debit,5.95061E+15,Aug-20,608,YES,2,"$16,558 ",Jan-20,2020,No,Mastercard Platinum,1
5253,5253,1701,0,Mastercard,Debit,5.51053E+15,Dec-24,410,YES,1,"$44,717 ",Jan-20,2020,No,Mastercard Platinum,0.47
5254,5254,1701,1,Mastercard,Credit,5.44727E+15,Nov-21,636,NO,1,"$13,700 ",Feb-20,2020,No,Mastercard Platinum,0.47
5255,5255,1701,2,Mastercard,Debit,5.67976E+15,Apr-20,123,YES,2,"$14,332 ",Jan-20,2020,No,Mastercard Platinum,0.47
5256,5256,1702,0,Visa,Debit,4.71631E+15,Jun-22,984,YES,1,"$15,695 ",Feb-20,2020,No,Visa Classic,0
5257,5257,1702,1,Discover,Credit,6.49213E+15,Feb-20,811,YES,1,"$13,700 ",Feb-20,2020,No,,0
5258,5258,1703,0,Mastercard,Debit,5.19506E+15,Oct-20,855,YES,1,"$19,600 ",Mar-17,2017,No,Mastercard Standard,0
5259,5259,1703,1,Visa,Debit,4.36606E+15,Jun-21,186,YES,1,"$17,815 ",Jun-09,2010,No,Visa Classic,0.275477707
5260,5260,1703,2,Mastercard,Debit,5.45365E+15,Nov-15,531,YES,1,"$16,373 ",Feb-10,2010,No,Mastercard Standard,0
5261,5261,1704,0,Visa,Debit,4.47906E+15,Nov-21,628,YES,2,"$14,340 ",Jan-02,2009,No,Visa Gold,0
5262,5262,1705,0,Mastercard,Debit (Prepaid),5.95687E+15,Aug-24,701,YES,1,$109 ,Nov-11,2011,No,Mastercard Gold,0
5263,5263,1705,1,Mastercard,Debit,5.04654E+15,Mar-23,821,YES,1,"$16,218 ",Feb-20,2020,No,Mastercard Standard,0
5264,5264,1705,2,Mastercard,Debit,5.94898E+15,May-24,710,YES,1,"$22,115 ",May-12,2012,No,Mastercard Standard,0
5265,5265,1706,0,Visa,Debit (Prepaid),4.44377E+15,Apr-24,361,YES,1,$80 ,Jun-02,2011,No,Visa Classic,0
5266,5266,1707,0,Mastercard,Debit,5.17252E+15,Feb-20,817,NO,2,"$18,261 ",Feb-20,2020,No,Mastercard Standard,0
5267,5267,1708,0,Visa,Debit,4.66045E+15,Dec-12,610,YES,1,"$1,325 ",Apr-00,2011,No,Visa Classic,0
5268,5268,1708,1,Visa,Credit,4.87773E+15,Jan-23,537,YES,2,"$16,900 ",Mar-02,2007,No,Visa Platinum,0.601480734
5269,5269,1709,0,Amex,Credit,3.04991E+14,Feb-23,972,YES,2,"$6,500 ",Jan-20,2020,No,Amex Gold,0
5270,5270,1709,1,Mastercard,Credit,5.68961E+15,Feb-21,393,NO,1,"$7,800 ",Jan-11,2011,No,Mastercard Standard,0.016637307
5271,5271,1709,2,Mastercard,Debit,5.29052E+15,Dec-22,813,NO,1,"$9,294 ",Jan-10,2011,No,Mastercard Standard,0.016637307
5272,5272,1709,3,Mastercard,Debit,5.35895E+15,Dec-11,324,YES,2,"$12,163 ",Mar-11,2011,No,Mastercard Platinum,0.00195733
5273,5273,1709,4,Visa,Debit,4.97257E+15,Jan-20,855,YES,2,"$14,959 ",May-11,2011,No,Visa Platinum,0.51487571
5274,5274,1709,5,Mastercard,Debit (Prepaid),5.0393E+15,Nov-23,721,YES,2,$15 ,Dec-03,2010,No,Mastercard Standard,0.016637307
5275,5275,1710,0,Mastercard,Debit,5.73539E+15,Jul-22,260,YES,1,"$18,118 ",Mar-01,2007,No,Mastercard Platinum,0.675151288
5276,5276,1710,1,Visa,Debit,4.80417E+15,Mar-23,32,YES,2,"$22,025 ",Feb-10,2010,No,Visa Classic,0.058269387
5277,5277,1710,2,Mastercard,Credit,5.21601E+15,Sep-11,983,YES,1,"$9,100 ",Mar-09,2015,No,Mastercard Platinum,0.675151288
5278,5278,1711,0,Visa,Debit,4.32036E+15,Oct-13,729,YES,2,"$16,064 ",Jun-08,2011,No,Visa Classic,0.554483837
5279,5279,1711,1,Mastercard,Credit,5.03947E+15,Sep-24,356,YES,1,"$6,000 ",Jun-10,2011,No,Mastercard Platinum,0.074622002
5280,5280,1711,2,Visa,Debit,4.95129E+15,Feb-23,776,YES,2,"$7,136 ",Nov-01,2014,No,Visa Classic,0.554483837
5281,5281,1711,3,Discover,Credit,6.41884E+15,Apr-21,423,YES,1,"$3,900 ",Oct-02,2010,No,,0
5282,5282,1711,4,Mastercard,Debit,5.50869E+15,Jan-20,469,YES,1,"$8,444 ",Jul-11,2011,No,Mastercard Gold,0
5283,5283,1712,0,Mastercard,Debit,5.25644E+15,Nov-20,880,YES,2,"$12,692 ",Aug-03,2012,No,Mastercard Gold,0
5284,5284,1712,1,Mastercard,Debit,5.77241E+15,Apr-20,218,YES,2,"$9,027 ",Mar-02,2015,No,Mastercard Standard,0
5285,5285,1712,2,Visa,Debit,4.75544E+15,Oct-20,584,YES,1,"$4,507 ",Jan-09,2019,No,Visa Classic,0.214861923
5286,5286,1713,0,Mastercard,Debit,5.23762E+15,May-24,670,YES,1,"$17,963 ",Jan-20,2020,No,Mastercard Gold,0
5287,5287,1713,1,Visa,Credit,4.71729E+15,Feb-20,818,YES,1,"$12,200 ",Feb-20,2020,No,Visa Classic,0.206666667
5288,5288,1713,2,Mastercard,Debit,5.99001E+15,Feb-20,386,YES,2,"$1,996 ",Feb-20,2020,No,Mastercard Standard,0
5289,5289,1714,0,Mastercard,Debit,5.53214E+15,Jan-21,154,YES,2,"$19,998 ",Feb-20,2020,No,Mastercard Standard,0
5290,5290,1714,1,Amex,Credit,3.68047E+14,Feb-20,882,YES,2,"$15,600 ",Feb-20,2020,No,Amex Platinum,0
5291,5291,1715,0,Mastercard,Debit,5.19691E+15,May-23,71,YES,1,"$13,035 ",Feb-13,2013,No,Mastercard Platinum,0.222787386
