,User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web,Credit Card Category
5154,1669,0,Amex,Credit,371091834390039,02/2020,858,YES,2,$17800,01/2010,2011,No,Personal
5155,1669,1,Mastercard,Debit (Prepaid),5200794681511676,07/2024,836,YES,2,$52,09/2005,2015,No,Platinum
5156,1669,2,Mastercard,Debit (Prepaid),5906678291020827,09/2023,935,YES,2,$56,08/2011,2011,No,Standard
5157,1669,3,Mastercard,Debit,5159691137023059,01/2024,232,YES,2,$3099,03/2002,2012,No,Standard
5158,1670,0,Mastercard,Debit,5991004678910438,05/2020,214,YES,1,$11805,01/2020,2020,No,Standard
5159,1670,1,Visa,Debit,4256748017620071,01/2020,433,YES,1,$17535,01/2020,2020,No,Prepaid Classic
5160,1671,0,Amex,Credit,352397360356465,08/2022,465,YES,2,$18000,06/2002,2011,No,UNKNOWN
5161,1672,0,Mastercard,Debit (Prepaid),5849992280196253,11/2024,858,YES,2,$95,02/2020,2020,No,UNKNOWN
5162,1673,0,Discover,Credit,6789723556516100,09/2020,817,YES,1,$8200,03/2008,2014,No,UNKNOWN
5163,1673,1,Mastercard,Debit,5927292790575653,11/2023,964,YES,2,$2143,01/1999,2013,No,Standard
5164,1673,2,Mastercard,Debit,5184790316386758,12/2021,128,YES,2,$6550,08/2005,2016,No,Corporate
5165,1673,3,Mastercard,Credit,5148202936285148,04/2024,384,YES,2,$12800,07/2011,2011,No,Enhanced
5166,1673,4,Visa,Debit,4707894398714464,02/2020,848,YES,1,$15960,07/2007,2010,No,Business
5167,1674,0,Mastercard,Credit,5930929069464452,02/2020,744,YES,2,$19000,01/2020,2020,No,Standard
5168,1674,1,Mastercard,Debit,5981196310914475,06/2016,143,YES,1,$26575,07/2009,2011,No,Standard
5169,1675,0,Mastercard,Credit,5613327518828278,06/2021,118,YES,2,$5800,09/2008,2008,No,UNKNOWN
5170,1675,1,Mastercard,Debit,5340964008686387,05/2021,458,YES,2,$16047,04/2002,2011,No,Private Label
5171,1676,0,Visa,Credit,4802501874295829,04/2024,196,YES,2,$5900,09/2014,2014,No,Business
5172,1676,1,Mastercard,Debit,5885722307882995,05/2024,538,YES,2,$22722,03/2019,2019,No,UNKNOWN
5173,1676,2,Mastercard,Debit,5544865210857672,07/2013,422,YES,2,$21258,01/2013,2013,No,Platinum
5174,1677,0,Visa,Debit (Prepaid),4570842726552830,07/2020,4,YES,2,$18,09/2009,2009,No,Classic
5175,1677,1,Mastercard,Debit (Prepaid),5030524191307854,08/2023,680,YES,2,$8,02/2010,2017,No,UNKNOWN
5176,1678,0,Visa,Debit,4967633206571164,03/2023,284,YES,2,$14446,11/2013,2013,No,UNKNOWN
5177,1678,1,Mastercard,Credit,5582940861805001,08/2016,142,YES,1,$10500,05/2001,2009,No,Business
5178,1678,2,Visa,Debit,4788436311707750,12/2023,234,YES,2,$13122,12/2004,2009,No,Classic
5179,1678,3,Visa,Debit,4606238393574333,11/2012,70,YES,1,$24519,11/2008,2014,No,UNKNOWN
5180,1678,4,Visa,Credit,4661230447201577,05/2015,53,YES,1,$9400,02/2012,2012,No,Classic
5181,1678,5,Mastercard,Debit,5145877040417123,03/2022,66,YES,2,$12121,08/2008,2010,No,Enhanced
5182,1679,0,Mastercard,Credit,5327121819423216,11/2021,101,NO,2,$1300,01/2020,2020,No,Platinum
5183,1679,1,Mastercard,Credit,5867592323939058,01/2020,102,YES,1,$17500,01/2020,2020,No,UNKNOWN
5184,1680,0,Mastercard,Credit,5759964167622790,01/2023,828,YES,1,$10700,07/2010,2011,No,UNKNOWN
5185,1680,1,Amex,Credit,356216577809094,01/2023,298,YES,2,$7300,09/2005,2010,No,UNKNOWN
5186,1680,2,Visa,Debit,4661688933459307,06/2016,432,YES,1,$15194,12/2013,2013,No,Classic
5187,1681,0,Visa,Credit,4493101815036488,06/2024,137,YES,1,$5400,08/2001,2008,No,Gold
5188,1681,1,Amex,Credit,336131482851954,12/2022,979,YES,2,$14100,03/2005,2008,No,UNKNOWN
5189,1681,2,Visa,Debit,4610833826779556,04/2018,523,YES,2,$3899,03/2007,2008,No,Classic
5190,1681,3,Mastercard,Debit (Prepaid),5644525290796847,05/2020,601,YES,1,$22,10/2009,2010,No,UNKNOWN
5191,1681,4,Visa,Debit,4124567693793737,04/2022,870,NO,1,$16464,05/2010,2012,No,Classic
5192,1682,0,Mastercard,Debit,5125647538274113,05/2022,824,YES,1,$39591,08/2008,2011,No,Standard
5193,1682,1,Mastercard,Debit,5099776027896183,12/2022,812,YES,1,$39452,12/2008,2010,No,Gift Voucher
5194,1682,2,Visa,Debit,4338781388247802,03/2014,826,YES,2,$27266,11/2013,2013,No,UNKNOWN
5195,1682,3,Visa,Credit,4524849172878282,10/2020,975,YES,2,$15400,03/2009,2012,No,UNKNOWN
5196,1682,4,Mastercard,Credit,5475237541011918,02/2014,774,YES,1,$16700,06/2013,2013,No,Business
5197,1683,0,Mastercard,Debit,5383177529361615,03/2020,716,YES,1,$38048,11/2001,2007,No,UNKNOWN
5198,1683,1,Mastercard,Debit,5554581325182985,01/2022,904,YES,2,$7564,11/2010,2013,No,World
5199,1683,2,Mastercard,Debit,5656878998719323,11/2023,789,YES,2,$35203,07/1991,2010,No,Standard
5200,1684,0,Mastercard,Credit,5764817007089895,07/2023,815,YES,2,$10800,12/2005,2010,No,UNKNOWN
5201,1684,1,Visa,Credit,4018146556727350,05/2023,544,NO,2,$8000,06/2011,2011,No,Business
5202,1685,0,Mastercard,Debit,5815754119556359,02/2024,221,YES,1,$4729,08/2007,2014,No,UNKNOWN
5203,1685,1,Visa,Credit,4362354248365750,01/2021,283,YES,2,$6400,05/2009,2009,No,UNKNOWN
5204,1685,2,Visa,Credit,4620287459795673,02/2022,745,YES,1,$9200,11/2007,2014,No,Gold
5205,1685,3,Visa,Credit,4595319622489775,08/2018,349,NO,1,$8000,07/2018,2018,No,Classic
5206,1685,4,Visa,Debit,4385951951421354,02/2022,796,YES,2,$17235,05/2007,2007,No,Classic
5207,1686,0,Mastercard,Debit,5372184619325693,11/2020,785,YES,2,$1,07/2010,2010,No,World
5208,1686,1,Amex,Credit,313148408217973,10/2021,576,YES,2,$0,05/2011,2011,No,UNKNOWN
5209,1686,2,Visa,Debit,4924159268930796,09/2010,790,YES,1,$1,04/2010,2010,No,UNKNOWN
5210,1686,3,Visa,Debit,4139051015604116,08/2018,15,YES,1,$1,07/2015,2015,No,Business
5211,1686,4,Mastercard,Debit,5792498646569711,12/2024,554,YES,1,$0,08/2004,2009,No,Personal
5212,1686,5,Discover,Credit,6283858533446011,04/2023,427,YES,1,$0,10/2003,2007,No,Business
5213,1687,0,Mastercard,Debit,5772730644295426,10/2021,852,YES,2,$28850,12/2018,2018,No,UNKNOWN
5214,1687,1,Mastercard,Credit,5948729602096653,06/2015,95,YES,1,$15700,10/2009,2010,No,Standard
5215,1687,2,Mastercard,Debit (Prepaid),5018794058509930,01/2021,807,YES,2,$79,01/2010,2011,No,Standard
5216,1687,3,Visa,Credit,4888697499810645,01/2020,276,YES,2,$18500,12/2015,2015,No,Business
5217,1688,0,Visa,Debit,4693555328780539,05/2022,281,YES,2,$14495,02/2020,2020,No,UNKNOWN
5218,1688,1,Mastercard,Debit,5487985553439546,12/2023,103,YES,2,$15906,01/2020,2020,No,Enhanced
5219,1689,0,Visa,Debit,4032033794787095,07/2022,167,YES,1,$10194,11/2015,2015,No,Signature
5220,1689,1,Mastercard,Debit (Prepaid),5746544800697198,09/2021,335,YES,2,$91,11/2011,2011,No,UNKNOWN
5221,1689,2,Mastercard,Debit,5995053751840192,02/2024,267,YES,1,$12591,06/2003,2010,No,Standard
5222,1689,3,Mastercard,Debit,5802870059687260,07/2022,990,NO,1,$10574,03/2013,2013,No,Standard
5223,1690,0,Mastercard,Debit (Prepaid),5391951338573410,01/2020,356,YES,2,$92,08/2007,2009,No,Standard
5224,1690,1,Mastercard,Debit,5751709126583195,03/2021,435,YES,1,$7338,08/2006,2016,No,UNKNOWN
5225,1691,0,Mastercard,Debit,5678405303384008,03/2022,24,YES,2,$26838,11/2015,2015,No,UNKNOWN
5226,1691,1,Visa,Debit,4963369225142746,09/2009,418,YES,1,$38154,08/2003,2011,No,UNKNOWN
5227,1691,2,Amex,Credit,321246869185324,08/2020,300,YES,2,$13200,05/2002,2014,No,UNKNOWN
5228,1691,3,Mastercard,Debit (Prepaid),5207231566469664,03/2014,198,YES,1,$89,01/2008,2015,No,UNKNOWN
5229,1691,4,Amex,Credit,342755409763060,04/2007,743,YES,2,$3900,05/2003,2008,No,UNKNOWN
5230,1692,0,Visa,Debit,4735775382501736,07/2024,45,YES,1,$7676,12/2006,2010,No,Classic
5231,1693,0,Mastercard,Debit,5723984491385619,03/2022,703,YES,2,$13345,07/2007,2010,No,UNKNOWN
5232,1693,1,Visa,Credit,4575711221736157,11/2024,777,YES,1,$8000,08/2011,2011,No,Classic
5233,1693,2,Mastercard,Debit (Prepaid),5756681783759529,03/2022,331,YES,2,$87,10/2008,2012,No,UNKNOWN
5234,1693,3,Mastercard,Debit,5556746533263402,10/2024,516,YES,2,$6395,01/2006,2014,No,Business
5235,1694,0,Mastercard,Credit,5288171160215324,01/2023,828,YES,1,$8900,01/2020,2020,No,Prepaid Workplace B2B
5236,1695,0,Mastercard,Debit (Prepaid),5929319761273570,02/2024,367,YES,1,$69,04/2015,2015,No,Standard
5237,1695,1,Visa,Debit,4783135306510626,01/2021,128,YES,1,$18912,08/2004,2008,No,Classic
5238,1695,2,Mastercard,Debit,5232731518306860,09/2021,971,YES,1,$23021,10/2007,2011,No,Gold
5239,1695,3,Mastercard,Debit,5920175797699651,08/2021,420,YES,1,$21985,01/2018,2018,No,Standard
5240,1696,0,Visa,Credit,4892534625652849,12/2023,286,YES,2,$5300,01/2020,2020,No,Classic
5241,1697,0,Mastercard,Debit,5787921795028281,07/2020,29,YES,2,$2397,01/2010,2013,No,UNKNOWN
5242,1697,1,Mastercard,Credit,5626143345177540,11/2012,318,YES,2,$2800,07/2007,2010,No,UNKNOWN
5243,1697,2,Visa,Debit,4145457087186133,02/2020,837,YES,1,$10466,06/2017,2017,No,Business
5244,1697,3,Amex,Credit,382984229682656,12/2012,950,NO,1,$9400,06/2004,2011,No,Business
5245,1697,4,Visa,Debit,4094653186833148,06/2023,298,YES,2,$20161,10/2010,2010,No,Traditional Rewards
5246,1698,0,Mastercard,Credit,5399068844339829,09/2024,512,YES,1,$12600,02/2011,2015,No,Standard
5247,1698,1,Visa,Credit,4639536674901608,01/2024,981,NO,1,$14300,04/2006,2007,No,UNKNOWN
5248,1698,2,Visa,Debit,4404150274692596,03/2022,155,YES,1,$23452,06/2008,2011,No,UNKNOWN
5249,1698,3,Mastercard,Credit,5970339574772530,10/2021,757,YES,2,$13200,01/2010,2014,No,Standard
5250,1698,4,Visa,Credit,4892298386279580,01/2013,50,YES,1,$13500,06/2008,2008,No,Business
5251,1699,0,Visa,Credit,4880198318553266,01/2024,660,YES,1,$17600,01/2020,2020,No,UNKNOWN
5252,1700,0,Mastercard,Debit,5950613249503517,08/2020,608,YES,2,$16558,01/2020,2020,No,Standard
5253,1701,0,Mastercard,Debit,5510529698460163,12/2024,410,YES,1,$44717,01/2020,2020,No,Enhanced
5254,1701,1,Mastercard,Credit,5447265501719265,11/2021,636,NO,1,$13700,02/2020,2020,No,UNKNOWN
5255,1701,2,Mastercard,Debit,5679761417086761,04/2020,123,YES,2,$14332,01/2020,2020,No,UNKNOWN
5256,1702,0,Visa,Debit,4716305740813495,06/2022,984,YES,1,$15695,02/2020,2020,No,Government Purchasing
5257,1702,1,Discover,Credit,6492132286425890,02/2020,811,YES,1,$13700,02/2020,2020,No,Personal
5258,1703,0,Mastercard,Debit,5195057277840268,10/2020,855,YES,1,$19600,03/2017,2017,No,Prepaid Business
5259,1703,1,Visa,Debit,4366055356305424,06/2021,186,YES,1,$17815,06/2009,2010,No,Signature
5260,1703,2,Mastercard,Debit,5453650582708795,11/2015,531,YES,1,$16373,02/2010,2010,No,Standard
5261,1704,0,Visa,Debit,4479062988731370,11/2021,628,YES,2,$14340,01/2002,2009,No,Business
5262,1705,0,Mastercard,Debit (Prepaid),5956867363687567,08/2024,701,YES,1,$109,11/2011,2011,No,Standard
5263,1705,1,Mastercard,Debit,5046535005565011,03/2023,821,YES,1,$16218,02/2020,2020,No,UNKNOWN
5264,1705,2,Mastercard,Debit,5948980046719583,05/2024,710,YES,1,$22115,05/2012,2012,No,Standard
5265,1706,0,Visa,Debit (Prepaid),4443766253735109,04/2024,361,YES,1,$80,06/2002,2011,No,Prepaid Corporate T&E
5266,1707,0,Mastercard,Debit,5172517796855710,02/2020,817,NO,2,$18261,02/2020,2020,No,Titanium
5267,1708,0,Visa,Debit,4660445166648632,12/2012,610,YES,1,$1325,04/2000,2011,No,Classic
5268,1708,1,Visa,Credit,4877727463431062,01/2023,537,YES,2,$16900,03/2002,2007,No,UNKNOWN
5269,1709,0,Amex,Credit,304990666285186,02/2023,972,YES,2,$6500,01/2020,2020,No,Business
5270,1709,1,Mastercard,Credit,5689609387142035,02/2021,393,NO,1,$7800,01/2011,2011,No,UNKNOWN
5271,1709,2,Mastercard,Debit,5290515548238201,12/2022,813,NO,1,$9294,01/2010,2011,No,Standard
5272,1709,3,Mastercard,Debit,5358949072497400,12/2011,324,YES,2,$12163,03/2011,2011,No,Platinum
5273,1709,4,Visa,Debit,4972569366952714,01/2020,855,YES,2,$14959,05/2011,2011,No,Classic
5274,1709,5,Mastercard,Debit (Prepaid),5039304998585215,11/2023,721,YES,2,$15,12/2003,2010,No,UNKNOWN
5275,1710,0,Mastercard,Debit,5735388999396191,07/2022,260,YES,1,$18118,03/2001,2007,No,UNKNOWN
5276,1710,1,Visa,Debit,4804168677193110,03/2023,32,YES,2,$22025,02/2010,2010,No,Purchasing
5277,1710,2,Mastercard,Credit,5216010288888583,09/2011,983,YES,1,$9100,03/2009,2015,No,Mixed Product
5278,1711,0,Visa,Debit,4320358361635021,10/2013,729,YES,2,$16064,06/2008,2011,No,Classic
5279,1711,1,Mastercard,Credit,5039473078606416,09/2024,356,YES,1,$6000,06/2010,2011,No,UNKNOWN
5280,1711,2,Visa,Debit,4951288736229807,02/2023,776,YES,2,$7136,11/2001,2014,No,UNKNOWN
5281,1711,3,Discover,Credit,6418843769862227,04/2021,423,YES,1,$3900,10/2002,2010,No,UNKNOWN
5282,1711,4,Mastercard,Debit,5508687277469967,01/2020,469,YES,1,$8444,07/2011,2011,No,Standard
5283,1712,0,Mastercard,Debit,5256438428040603,11/2020,880,YES,2,$12692,08/2003,2012,No,Preferred Business
5284,1712,1,Mastercard,Debit,5772409732789359,04/2020,218,YES,2,$9027,03/2002,2015,No,UNKNOWN
5285,1712,2,Visa,Debit,4755440234138028,10/2020,584,YES,1,$4507,01/2009,2019,No,Classic
5286,1713,0,Mastercard,Debit,5237616749088430,05/2024,670,YES,1,$17963,01/2020,2020,No,Platinum
5287,1713,1,Visa,Credit,4717288923637339,02/2020,818,YES,1,$12200,02/2020,2020,No,Business
5288,1713,2,Mastercard,Debit,5990008776952532,02/2020,386,YES,2,$1996,02/2020,2020,No,Standard
5289,1714,0,Mastercard,Debit,5532144053662492,01/2021,154,YES,2,$19998,02/2020,2020,No,Corporate Executive
5290,1714,1,Amex,Credit,368046753984282,02/2020,882,YES,2,$15600,02/2020,2020,No,UNKNOWN
5291,1715,0,Mastercard,Debit,5196909207454962,05/2023,71,YES,1,$13035,02/2013,2013,No,Business
5292,1715,1,Visa,Credit,4763339915481098,06/2023,488,YES,2,$8300,05/2010,2010,No,Classic
5293,1715,2,Amex,Credit,371833102197375,07/2024,591,YES,2,$6200,02/2011,2011,No,Personal
5294,1715,3,Visa,Debit,4948154067393861,03/2024,688,YES,2,$11795,11/2013,2013,No,UNKNOWN
5295,1715,4,Discover,Credit,6167888794302874,05/2011,138,YES,1,$7900,06/2008,2013,No,UNKNOWN
5296,1716,0,Discover,Credit,6666283868705517,02/2020,112,YES,1,$12900,02/2020,2020,No,UNKNOWN
5297,1716,1,Visa,Debit,4223918113000039,12/2020,371,YES,2,$6556,01/2020,2020,No,Gold
5298,1716,2,Mastercard,Credit,5170494527481348,05/2022,731,NO,1,$3800,05/2015,2015,No,Prepaid Reloadable
5299,1717,0,Visa,Credit,4662421715985774,10/2021,439,YES,2,$7800,10/2007,2008,No,UNKNOWN
5300,1717,1,Mastercard,Credit,5382732373960615,02/2016,56,YES,2,$10900,06/2006,2012,No,UNKNOWN
5301,1717,2,Mastercard,Debit,5602736350449912,12/2024,673,YES,1,$1846,01/2005,2005,No,UNKNOWN
5302,1717,3,Mastercard,Debit (Prepaid),5222744542088596,08/2016,394,YES,1,$76,09/2008,2015,No,Platinum
5303,1717,4,Mastercard,Credit,5052545011580809,07/2020,940,NO,1,$0,08/2010,2010,No,UNKNOWN
5304,1718,0,Visa,Credit,4936494163188301,01/2022,72,NO,1,$13400,03/2019,2019,No,UNKNOWN
5305,1718,1,Visa,Credit,4209685692130280,01/2020,565,YES,1,$15800,01/2020,2020,No,Classic
5306,1718,2,Visa,Debit,4949964634585996,06/2011,341,YES,1,$14744,11/2010,2010,No,UNKNOWN
5307,1719,0,Discover,Credit,6193476799412108,02/2020,669,YES,1,$8700,01/2020,2020,No,UNKNOWN
5308,1719,1,Mastercard,Debit,5196434400831396,01/2022,696,YES,1,$12088,01/2020,2020,No,Business
5309,1719,2,Mastercard,Credit,5242129479868764,11/2024,288,YES,2,$4700,01/2014,2014,No,Corporate Purchasing
5310,1719,3,Visa,Debit,4930615029109805,01/2024,514,YES,2,$11983,02/2020,2020,No,Classic
5311,1719,4,Mastercard,Debit,5894488780147229,02/2020,182,YES,1,$11557,02/2020,2020,No,UNKNOWN
5312,1720,0,Mastercard,Debit,5889682038601562,02/2020,815,YES,1,$12152,01/2020,2020,No,UNKNOWN
5313,1720,1,Discover,Credit,6125317256925478,10/2023,681,YES,2,$11100,01/2020,2020,No,UNKNOWN
5314,1721,0,Visa,Credit,4476864861762314,09/2022,669,YES,1,$14700,03/2011,2011,No,Business
5315,1722,0,Mastercard,Debit (Prepaid),5754706935084019,06/2021,827,NO,1,$52,09/2002,2013,No,Personal
5316,1722,1,Mastercard,Debit,5427548263390254,12/2016,736,YES,1,$3224,10/2010,2013,No,UNKNOWN
5317,1722,2,Visa,Debit,4186305659535998,11/2020,674,YES,2,$23001,12/2007,2013,No,Business
5318,1722,3,Mastercard,Debit,5507762507273350,01/2022,170,YES,1,$23652,03/2005,2014,No,Standard
5319,1722,4,Mastercard,Debit (Prepaid),5763661322183411,09/2020,688,YES,1,$86,11/2007,2013,No,UNKNOWN
5320,1723,0,Mastercard,Debit (Prepaid),5133503724511818,08/2021,528,YES,2,$80,10/2007,2011,No,Standard
5321,1723,1,Mastercard,Debit,5443684097691863,10/2022,473,YES,1,$26097,08/2007,2011,No,Enhanced
5322,1723,2,Visa,Debit,4551009502548949,05/2023,466,YES,1,$11032,11/2015,2015,No,Classic
5323,1723,3,Visa,Credit,4632232168339378,01/2020,970,YES,1,$8900,04/2004,2011,No,UNKNOWN
5324,1723,4,Amex,Credit,310400555625656,02/2020,226,YES,2,$4700,01/2020,2020,No,UNKNOWN
5325,1724,0,Visa,Debit,4925413173106257,05/2022,460,YES,1,$10523,10/2011,2011,No,Classic
5326,1724,1,Amex,Credit,327604676331354,02/2020,199,YES,1,$8900,02/2020,2020,No,UNKNOWN
5327,1725,0,Visa,Debit,4967103653953670,05/2021,962,YES,1,$6489,07/2009,2013,No,UNKNOWN
5328,1725,1,Mastercard,Debit,5497742793973953,09/2020,24,NO,2,$9146,12/2001,2012,No,Standard
5329,1726,0,Mastercard,Debit (Prepaid),5014318785325420,03/2024,622,YES,1,$66,10/2019,2019,No,UNKNOWN
5330,1726,1,Visa,Debit,4417739183409950,01/2023,990,NO,1,$18138,03/2015,2015,No,Rewards
5331,1726,2,Mastercard,Debit,5352211789998935,02/2021,443,YES,1,$23238,02/2014,2014,No,Gold
5332,1726,3,Mastercard,Debit,5410637796399201,09/2022,983,YES,1,$20706,10/2013,2013,No,Platinum
5333,1726,4,Visa,Credit,4762138266799478,08/2022,495,YES,2,$12100,07/2002,2010,No,UNKNOWN
5334,1727,0,Visa,Debit,4363891861741725,03/2020,662,YES,2,$19781,11/2013,2013,No,Platinum
5335,1727,1,Discover,Credit,6967609497983390,03/2023,334,YES,2,$9300,10/2003,2012,No,UNKNOWN
5336,1727,2,Mastercard,Debit,5267551356380608,12/2022,984,NO,2,$5451,06/1999,2012,No,Platinum
5337,1727,3,Visa,Debit,4103248264872952,02/2016,23,YES,2,$6491,11/2007,2013,No,Prepaid
5338,1728,0,Visa,Credit,4051081191440795,02/2023,42,YES,1,$6900,01/2020,2020,No,Classic
5339,1728,1,Amex,Credit,383475654382335,05/2024,835,NO,2,$6100,01/2020,2020,No,Business
5340,1729,0,Visa,Debit,4837452802436823,05/2022,288,YES,1,$16905,07/2006,2008,No,Classic
5341,1730,0,Mastercard,Debit,5503001623065365,04/2020,552,YES,1,$47153,02/2002,2006,No,World
5342,1730,1,Visa,Debit,4776377960241200,12/2022,190,YES,2,$25010,07/2010,2010,No,UNKNOWN
5343,1731,0,Mastercard,Debit,5178473684405564,12/2022,562,YES,1,$232,12/2009,2010,No,Business
5344,1731,1,Mastercard,Credit,5012197802964363,02/2016,674,YES,2,$100,08/2013,2013,No,UNKNOWN
5345,1731,2,Mastercard,Debit (Prepaid),5855938431811539,04/2017,656,YES,1,$80,07/2003,2011,No,UNKNOWN
5346,1732,0,Amex,Credit,337444224350580,12/2022,542,YES,2,$3300,02/2020,2020,No,UNKNOWN
5347,1733,0,Mastercard,Debit,5799169833597049,01/2021,85,YES,1,$3483,06/2006,2013,No,UNKNOWN
5348,1733,1,Amex,Credit,345109128105029,02/2024,963,YES,2,$13900,01/2015,2015,No,UNKNOWN
5349,1734,0,Mastercard,Debit,5158280368787690,10/2024,616,YES,1,$70187,06/2002,2011,No,Black
5350,1734,1,Visa,Debit,4077584980284629,12/2021,84,NO,2,$7821,01/2011,2014,No,Classic
5351,1734,2,Mastercard,Debit,5978884065247077,10/2024,708,YES,2,$96637,06/2007,2007,No,Standard
5352,1734,3,Discover,Credit,6977627305195042,03/2022,233,YES,2,$44200,09/2016,2016,No,UNKNOWN
5353,1734,4,Visa,Debit (Prepaid),4065795089404702,08/2023,765,NO,1,$68,03/2007,2007,No,Platinum
5354,1734,5,Mastercard,Debit (Prepaid),5320344964229690,01/2021,628,YES,1,$54,01/2014,2014,No,World
5355,1734,6,Mastercard,Debit,5879372260390616,05/2022,403,YES,1,$62519,07/2011,2011,No,UNKNOWN
5356,1734,7,Visa,Debit,4910341780863441,11/2022,246,YES,1,$87408,05/2013,2013,No,Gold
5357,1735,0,Mastercard,Debit,5913847569907564,03/2024,237,YES,2,$15100,01/2009,2009,No,Standard
5358,1735,1,Mastercard,Debit,5349556696203116,05/2024,875,YES,1,$2303,07/2008,2011,No,Classic
5359,1735,2,Visa,Credit,4295192613583548,03/2023,349,YES,2,$9000,01/2020,2020,No,Classic
5360,1736,0,Amex,Credit,356005165062230,10/2021,507,YES,1,$12600,12/2008,2008,No,UNKNOWN
5361,1736,1,Mastercard,Debit,5240082203312523,05/2021,393,YES,1,$25027,06/2009,2009,No,Platinum
5362,1736,2,Mastercard,Debit,5127936739014860,01/2023,896,YES,1,$30424,09/2008,2011,No,Standard
5363,1737,0,Mastercard,Debit,5689212244021237,08/2022,924,YES,2,$14304,02/2020,2020,No,UNKNOWN
5364,1738,0,Visa,Debit,4621223878831288,06/2016,682,YES,2,$19081,10/2015,2015,No,Traditional
5365,1738,1,Mastercard,Debit,5395339623143984,09/2020,501,YES,2,$17401,11/2013,2013,No,B2B
5366,1738,2,Mastercard,Credit,5135678062479808,07/2021,505,YES,1,$12800,05/2010,2016,No,Standard
5367,1738,3,Mastercard,Debit (Prepaid),5670005225763179,07/2015,698,YES,1,$42,07/2010,2011,No,Standard
5368,1738,4,Mastercard,Debit,5818161374881413,06/2014,212,NO,2,$10404,06/2009,2010,No,Standard
5369,1739,0,Mastercard,Debit,5517723360584005,07/2013,347,YES,1,$39422,07/2004,2009,No,Standard
5370,1739,1,Mastercard,Credit,5237138657431099,09/2023,589,YES,1,$11900,04/2011,2011,No,Standard
5371,1739,2,Mastercard,Debit,5974924187009496,06/2022,102,YES,2,$4880,02/2008,2010,No,Standard
5372,1739,3,Mastercard,Debit,5764898909630971,04/2020,255,YES,2,$25392,07/1998,2014,No,UNKNOWN
5373,1740,0,Mastercard,Credit,5591895053896003,02/2020,836,YES,1,$18500,01/2020,2020,No,Standard
5374,1740,1,Mastercard,Debit (Prepaid),5076996431094044,01/2022,241,YES,1,$57,01/2020,2020,No,Personal
5375,1741,0,Visa,Credit,4816860056537332,11/2022,197,YES,1,$10100,06/2011,2014,No,Traditional
5376,1741,1,Mastercard,Debit,5764651900129904,03/2024,596,YES,1,$2037,06/2009,2013,No,UNKNOWN
5377,1741,2,Visa,Debit,4991364969575729,01/2021,244,YES,2,$21999,06/2010,2015,No,Traditional
5378,1741,3,Mastercard,Debit,5557499918915420,01/2021,576,YES,2,$15793,04/1994,2012,No,Enhanced
5379,1742,0,Mastercard,Debit,5675256776194426,01/2021,833,NO,1,$28844,08/1998,2011,No,UNKNOWN
5380,1742,1,Mastercard,Debit,5595385125014567,08/2023,519,YES,1,$34023,09/2008,2008,No,World
5381,1742,2,Amex,Credit,335445013271477,09/2022,999,YES,1,$19400,12/2010,2013,No,UNKNOWN
5382,1742,3,Amex,Credit,339792898644120,06/2023,936,YES,1,$16100,06/2011,2011,No,UNKNOWN
5383,1743,0,Visa,Credit,4300321753140483,08/2022,628,YES,2,$18400,03/2015,2015,No,Classic
5384,1744,0,Visa,Debit,4191974309505453,01/2018,802,YES,2,$17314,06/2008,2014,No,Classic
5385,1744,1,Mastercard,Debit,5404392353169210,10/2020,819,YES,1,$20999,05/2005,2007,No,Standard
5386,1744,2,Visa,Debit,4475946693710004,11/2006,530,YES,2,$7199,10/2006,2013,No,Classic
5387,1745,0,Mastercard,Debit,5089930923373798,08/2020,17,YES,1,$23956,04/2010,2010,No,Classic
5388,1745,1,Mastercard,Debit,5773396250865734,02/2019,800,YES,2,$17695,12/2016,2016,No,Personal
5389,1745,2,Visa,Debit,4246551286869282,08/2022,593,YES,2,$22765,02/2018,2018,No,Classic
5390,1745,3,Visa,Debit,4515082319612545,02/2020,194,YES,1,$15934,01/2017,2017,No,Classic
5391,1746,0,Visa,Debit,4107644655969763,10/2017,870,YES,1,$9295,05/2009,2009,No,Classic
5392,1746,1,Mastercard,Debit,5164840016148969,08/2023,26,YES,2,$7112,05/2010,2014,No,Standard
5393,1747,0,Mastercard,Debit,5550568534248004,07/2024,941,YES,2,$23712,01/2008,2009,No,Corporate Purchasing
5394,1747,1,Mastercard,Debit,5549004168547038,02/2021,29,YES,1,$33471,08/2006,2011,No,Platinum
5395,1747,2,Visa,Debit,4982899751098466,02/2020,864,YES,1,$23240,09/2015,2015,No,UNKNOWN
5396,1747,3,Visa,Debit,4249726842929939,07/2022,917,YES,1,$18828,08/2014,2014,No,Gold
5397,1747,4,Visa,Credit,4161722287532690,10/2010,265,YES,1,$14000,09/2010,2016,No,Classic
5398,1747,5,Mastercard,Debit (Prepaid),5921304090510635,07/2022,404,YES,2,$20,02/2008,2017,No,Standard
5399,1748,0,Mastercard,Debit,5037463911586202,05/2021,117,YES,1,$16339,10/2012,2012,No,UNKNOWN
5400,1748,1,Mastercard,Debit,5078145607261496,07/2021,614,YES,2,$23902,01/2020,2020,No,UNKNOWN
